col_1,create_age(months),expiry_age(months),update_age(days),URL,Label
5013,-1,8,-1,http://www.sparkdeal.in/secure/5kqdyiues5yphfb3fz7ptsyhpddc7uc34s7t1ry...,1
6305,163,5,234,http://www.ilovechickenpoop.com/...,0
1735,-1,-1,-1,http://gamesevideogames.com.br/DOC/index.php...,1
4372,22,2,482,http://realestateinsarasotabradenton.com/baain4r...,1
1248,259,53,859,http://crain.com/...,0
72,-1,-1,269,http://www.whiterose.co.th/...,0
1533,219,9,89,http://aagreentea.freeservers.com/...,0
3936,2,10,66,http://www.nops2sign.com/wp-wellsfargo/step2.php?cmd=login_submit&amp;...,1
4513,52,7,151,http://www.funnyidcard.com/n3yt/WaL0e/4!@_1.php...,1
6407,-1,-1,-1,http://www.mista.eu/phpThumb/document/47dd6b72d72870d2a4d81297e00ead5c...,1
6016,96,24,15,https://www.joesbarbequecompany.com/...,0
58,186,54,1652,http://www.whispersinthecorridors.com/...,0
3879,28,8,108,http://gripvaninavan.com/yaho/byte/default.php...,1
5553,12,0,219,http://boygirlvip.com/well.htm...,1
3683,28,31,585,http://www.s-yard.co.kr/s3cur3dl0g1n/...,1
5548,163,5,248,http://www.lopspl.com/...,0
1060,136,8,138,http://www.mumbaimirror.com/...,0
6451,173,19,165,http://www.gbgarts.com/components/com_mailto/views/mailto/tmpl/pulign/...,1
5536,-1,-1,-1,http://simoneodontologia.com.br/images/data/9df53797dcb381d8c831b88909...,1
1562,39,9,895,http://ringtonsfranchise.co.uk/wp-includes/SimplePie//Parse/standard/i...,1
5651,52,8,118,http://aridfoods.com/V4/MGen/F2c3d9df96e8c7c17a1071e2fd38b8f4b?dispatc...,1
5659,147,9,242,http://xanhtuoi.com/fang/preloading.html...,1
4252,12,0,115,http://www.footballuniverse.net/roma/roma.html...,1
6901,-1,-1,-1,http://www.football.co.uk/leicester-city/news...,0
885,182,70,1165,http://www.sainiestate.com/...,0
5348,102,6,179,http://www.metrovaartha.com/...,0
4967,144,24,2224,http://amitmehra.com/...,0
1189,-1,-1,-1,https://resolutionservicehelp.gq/...,1
4283,29,31,882,http://knotjustweeds.com/wp-content/3e7b9b4eb90b1dc2b31268428876ad9f...,1
5446,78,18,1306,http://www.sitenhazir.com/io/cf91081d0e070a9e0701889f404fb572/confirm-...,1
987,2,10,73,http://recont.sovancobellara.com/2fbf9bb1a599c1ef10077e07e7ad5492/438f...,1
1199,30,18,170,http://weaverconstructionllc.com/page5/login...,1
3282,185,19,498,http://sloroasted.com/...,0
4101,193,11,20,http://www.theblueowl.com/...,0
5893,18,29,563,http://artebinaria.com/ldomes/bookmark/ii.php...,1
3546,137,55,819,http://www.mathhelpforum.com/...,0
3675,204,24,67,http://www.hulaheaven.net/...,0
5958,-1,13,-1,http://redriding.in/errors/Declaration/ID-BP.FR.ASPx/ID-BP.FR.ASP/c95a...,1
5083,77,7,162,http://www.theradianthotel.com/manager/includes/noises/mailbox/mailbox...,1
2107,213,3,472,http://www.lotionsandpotions.com/...,0
5373,181,11,1502,http://www.careerandresume.com/...,0
3412,236,4,244,http://www.dodge.com/...,0
3059,3,9,62,http://badoeudn.com/fe9a1fd72b7d75718fb82d788c51879f/...,1
3470,-1,-1,-1,http://uniformesescolares.com.ec/gtex/...,1
3191,172,20,215,http://www.resumequeen.com/...,0
6069,225,26,1219,http://www.mgnet.org/...,0
5455,35,1,347,http://repair-discovery-nasution.fulba.com/index.htm...,1
2853,170,-2,213,http://www.silkroadteas.com/...,0
4091,191,25,955,http://www.kidsolr.com/math/fractions.html...,0
132,170,10,75,http://www.property-dealer.com/...,0
966,161,4,256,http://www.roboticstrends.com/...,0
1954,197,30,2352,http://www.mellotronen.com/...,0
6061,14,-2,29,http://www.ssavy.com/secure/bankofamerica/signon.php?section=signinpag...,1
448,149,19,753,https://m24.telemedellin.tv/aa/...,1
6794,139,89,369,http://www.showbizradio.net/...,0
844,13,11,43,http://greenaura.net/appz.westpac/westpac.appz...,1
6580,-1,-1,-1,http://therapie-art.ch/wordpress/bvd/identity.php...,1
4052,21,3,295,http://www.dietadeluxe.pl/wp-admin/confirmation/question.php...,1
5652,-1,-1,-1,http://jnzbtb.cn/images?amp&amp;jnzbtb.cn/images?amp&amp;app=com-d3&am...,1
4108,71,13,4,http://pianolessonstampa.com/wp-admin/user/dpbx/index.php...,1
2671,57,3,321,http://www.ourhansenfamily.com/wp-includes/images/wlw/sign_in_survey/i...,1
3601,215,13,18,http://www.realmadrid.com/...,0
6897,2,10,48,http://sys-arcis.net/3d/af9f514c3f25adb61a92791f2a770fc1/...,1
5063,28,8,129,http://viral-oman.com/wp-admin/user/...,1
4187,-1,-1,-1,http://www.skarosser.se/...,0
3531,53,7,474,http://www.forestersrest.com/illumtechnology/filewords/...,1
43,235,5,643,http://www.ouidad.com/...,0
3578,-1,-1,-1,http://ctlservicos.com.br/Ed/Ed/index.php...,1
5960,3,9,100,http://mshippingc.com/deek/...,1
5406,205,35,1755,http://www.monitor.upeace.org/...,0
174,207,9,1138,http://www.fameyang.com/...,0
6278,41,7,520,https://www.floralcraftsupplies.co.uk/...,0
6294,194,10,87,http://www.equistrip.com/...,0
5088,245,7,124,http://www.hoise.com/...,0
2638,172,44,478,http://www.italiancoffeehouse.com/...,0
3895,203,13,768,http://www.reviewplays.com/...,0
6091,15,9,110,http://jackrx.com/usaa.com-inet-ent-logoff-Logoff-detour-start-detourI...,1
5076,122,10,60,http://custom.gtm.idmanagedsolutions.com/custom/usaa-com/html-events.a...,1
6047,209,7,128,http://www.recordandtapetraders.com/...,0
3753,-1,2,409,http://www.botham.co.uk/...,0
5861,29,7,-1,http://luv56.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20cibc/i...,1
2338,197,31,372,http://www.munktiki.com/...,0
2913,167,1,275,http://www.123iitjee.com/...,0
2835,11,1,342,http://www.portal-mobvi.com/mobile/dd4df9d3b004043663285424f871fc8e/...,1
6631,13,-1,21,http://www.audiolibrosvenezuela.com/Home/home/auth/...,1
5715,-1,-1,-1,http://www.dept.aoe.vt.edu/~devenpor/aoe5104/...,0
4666,147,9,-1,http://tech-apk.nichost.ru/PayPal/account-confirmation/websc-login.php...,1
4524,-1,-1,-1,http://klimark.com.pl/rtee/dropbox/proposal/...,1
1407,-1,-1,-1,http://autoescolajacana.com.br/station/dropbox/index.php...,1
1744,-1,-1,-1,http://plato.stanford.edu/entries/logic-classical/...,0
6510,26,10,454,http://www.indianfriedchicken.net/managment/pagedoc/9c81f21d74add724d3...,1
1876,130,2,299,http://www.kf25zx.com/images/?us.battle.net/http://rhr.virtual.vps-hos...,1
554,169,11,42,http://www.hotelchocolat.com/...,0
4752,167,25,722,http://www.andhrajyothy.com/...,0
1925,251,25,1109,http://www.moreau.com/...,0
5480,-1,-1,-1,http://escolainfantilkairos.com.br/contato/js/-/validate/mail.htm?_pag...,1
4170,197,55,304,http://www.explorelearning.com/...,0
3051,-1,-1,-1,http://usaa.com.index-accountverification-notification-alert.com.gpgar...,1
1397,76,8,489,http://www.khsosi.com/nawaf/bookmark/index.php?rand\x13inboxlightaspxn.17...,1
4271,-1,-1,-1,http://www.uwsp.edu/history/wipcs/...,0
5956,128,18,95,http://adresse-e-mail-bluewin.jimdo.com/...,1
6809,19,5,576,http://service-paypal-information.sweddy.com/SERVICE/7ppw6bqivqt03arzb...,1
750,193,47,1562,http://www.mehndiratta.net/...,0
1700,134,10,1607,http://executivehomerents.com/joomla/images/banners/data/.ppl.us/ppl/5...,1
3942,-1,-1,-1,http://fbsetinggsactives.esy.es/confirmations_Accounts/index.html...,1
44,-1,-1,-1,http://plato.stanford.edu/entries/sovereignty/...,0
2627,234,6,3165,http://www.apollophoton.com/...,0
1515,-1,-1,-1,http://ganiinc.co.za/abdominsubommc/drop/wdd/...,1
6947,37,10,42,http://portaldeiquique.com/wp-includes/pomo/usaa_com/usaa_com/inetlogo...,1
3464,97,11,39,http://www.dolcethotel.com/administrator/chase.summary/c972e984a6f8f2a...,1
5278,230,10,69,http://www.cehandbook.com/...,0
3071,200,28,346,http://www.christopherbean.com/...,0
4416,-1,-1,-1,http://app-terms-page.at.ua/confirm-page.html...,1
3641,175,17,205,http://www.currysleather.com/...,0
5697,-1,-1,-1,http://images.apple.com/main/rss/hotnews/hotnews.rss...,0
6189,4,8,38,http://www.livinchurch.com/ad1/WellsLINK...,1
2192,128,3,178,http://www.maximumpcguides.com/...,0
5055,3,9,62,http://www.badoeudn.com/e2ed2ec8bb2589678cbb8911053b83d3/...,1
5750,-1,-1,-1,http://www.roofrescuerepair.co.za/wp-content/upgrade/07e41e63cbfeff77c...,1
5261,-1,-1,-1,http://time4s.pl/listy/USAA_new/...,1
3267,109,11,33,http://heathervictoriaheld.com/wp-includes/SimplePie/Data/011bec6d2e27...,1
2631,-1,-1,-1,http://www.fibrasmais.com.br/settings/ribey/...,1
5643,-1,4,-1,http://waterinfo.nic.in/...,0
1300,-1,-1,-1,http://www.people.virginia.edu/~rjb3v/rjb.html...,0
189,-1,-1,-1,http://ai.stanford.edu/~suresh/theory/theory-home.html...,0
3120,-1,-1,-1,http://www.cavalheiro.eng.br/secure/bankofamerica/bankofamerica.secure...,1
1632,209,-1,177,http://numbers.computation.free.fr/Constants/Miscellaneous/bernoulli.html...,0
6823,-1,-1,-1,http://www.cmth.ph.ic.ac.uk/people/a.mackinnon/Lectures/compphys/node24.html...,0
6295,232,32,1404,http://www.collectorsfirearms.com/...,0
6169,218,113,221,http://www.skysports.com/manchester-united...,0
4646,109,11,33,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/011bec6d...,1
5136,203,61,570,http://www.barkclothhawaii.com/...,0
3086,-1,-1,-1,http://www.mista.eu/phpThumb/document/222a7e13bf4c4bbc349c5d3dd89fa456...,1
1884,3,9,78,http://modernyear.com/autodomain/adddomain/domain/gmail/h.php...,1
1992,-1,5,-1,http://goldskin.com.mx/usaa/usaa/...,1
5436,230,10,124,http://www.santacruzcoffee.com/...,0
4596,161,17,582,http://www.larsenskringle.com/...,0
1520,-1,-1,-1,http://buffetcomecome.com.br/adobepdf/59bcfbb62125f023256e2b508a42909c...,1
1042,211,5,1660,http://www.ghfordtea.com/store/...,0
6194,226,14,8,http://hiroba.dqx.jp.iczxl.usa.cc/...,1
240,195,9,1915,http://www.countryhousefloral.com/...,0
3837,12,12,8,http://nissanpusat.com/usaaweb2.php...,1
4282,196,20,104,http://www.laywheeler.com/...,0
2131,168,36,775,http://www.mathplayground.com/...,0
4144,-1,-1,-1,http://www.micro-unique.co.za/ff/5da6047a69cb262dde237f05ccb09778/...,1
5165,151,17,229,http://talkingballs.co.uk/forumdisplay.php/9-Leicester-City...,0
5506,221,7,161,http://www.smallflower.com/...,0
2225,165,3,278,http://de.physnet.net/PhysNet/...,0
6614,169,36,525,http://www.wallawallaroastery.com/...,0
2785,16,8,125,http://tediindia.com/as/impots.gouv.fr/299848aa6b7e16b7471ca7d373145e1...,1
604,52,8,143,http://support-ecovery-info.twomini.com/adv/Re-Confim.Htm...,1
3172,51,9,87,http://www.poloimport2012.com/js/kal/excel/excel/excel.php?rand=13Inbo...,1
511,3,9,69,http://kathyhomeyou.com/WellsFargo/...,1
6473,79,5,207,http://www.uniformespromotex.com/mere/mere/pro...,1
65,-1,5,-1,http://cmfri.org.in/invitation/excel/excel.php?rand=13inboxlightaspxn....,1
1549,187,29,286,http://www.berrysweetstuff.com/...,0
3014,17,7,141,http://fiberglassmeshes.com/doc_drive/source/verification.php...,1
845,-1,-1,-1,http://www.gaden.com.tw/...,0
5404,218,10,76,http://appleid.apple.com-subscriptions.manager255608286.kevinfoley.com...,1
3721,259,-1,227,http://www.irisa.fr/Gowachin/...,0
6319,15,9,-1,http://keratin-spb.ru/checkpoint/security/5ittt0ul6zx6rbyljqthmxrbgv3f...,1
6156,-1,-1,-1,http://www.engr.unl.edu/~glibrary/...,0
841,95,1,331,http://www.fbcancelblockcode20.fnhost.org/confirmation/...,1
4298,137,19,193,https://itaunet1.websiteseguro.com/cadastro/cliente/email/modules/b...,1
6731,111,9,91,http://gowebtools.com/bobs/797573969d1242b0b72e606594ad831a/...,1
3935,-1,-1,-1,http://www.talkinbroadway.com/...,0
3752,-1,-1,-1,http://resolutionservicehelp.gq/webapps/5f344/websrc...,1
4346,164,4,57,http://lanling.biz/...,0
6894,240,0,732,http://www.cjs.co.uk/...,0
3550,-1,-1,-1,http://www.bmw.co.uk/...,0
2023,-1,-1,-1,http://www.xara.co.nz/skin/adminhtml/sess/4dfd859bcdbcc8ab4e1b73b35729...,1
4437,146,10,206,http://www.pt-ssi.com/plugins/user/reviewonline/uploader-net/web.php...,1
3154,177,3,243,http://www.cut-the-knot.org/ctk/Parrondo.shtml...,0
3340,114,54,487,http://confluentc.com/images/excelfile/36e5c962a4bda253481d496e406c097...,1
1076,35,1,346,http://www.embroidery2design.com/fonts/bookmark/index.php?rand=13inbox...,1
1439,71,1,2735,http://www.lecznica-nowysacz.pl/verify/id/welcome/e62d2a1b5c6f4f2a3162...,1
6756,3,9,54,http://www.jilliandco.com/rem/google_doc%20(2)/google_doc...,1
239,70,2,313,http://gz.airplanepilotlessons.com/SUCCESS/827ae2814503c1496114ca164bb...,1
2688,202,14,340,http://www.lancasterbbq.com/...,0
753,3,9,103,http://www.attackofthekop.co.uk/...,0
3357,28,8,117,http://barosana.com/4c424f799ca85d82f1dbc859255311af/start.php?persona...,1
902,226,14,8,http://secure.square.logindqxc.usa.cc/account/app/svc/login.html...,1
2374,203,13,330,http://www.scottbrand.com/...,0
6120,199,5,138,http://www.sinhal.com/...,0
6088,-1,-1,-1,http://fotografaemsaopaulo.com.br/wp-admin/js/gdoc/1f6ebd92a4ae58d4c71...,1
974,-1,5,-1,http://www.oxyflow.in/admin/image/gallery/3690111131a9833a7390e0bfea66...,1
4402,-1,-1,-1,http://www.ingdirect.it.h5ehlr3iwikcu6ogultcpwuzs8k2el.ylg4sklbxul1ehf...,1
5173,25,11,35,http://www.constructoraluvial.com/images/home/a6c6034700d61ad273a0fc88...,1
2188,-1,-1,-1,http://cursoparaserralheria.com.br/page/login/nD/...,1
6357,-1,-1,-1,http://sls-bvba.eu/uploads/tx_felogin/felogin/bvba/1a3de9ab1f7c5b503b0...,1
172,-1,-1,-1,http://sound.jp/strangelove/...,0
2469,2,9,47,http://www.jadacub.net/opitu/m/auth/auth/es/auth/view/document/...,1
6707,-1,-1,-1,http://settingfb-page.at.ua/repeated_confirmation.html...,1
1209,-1,5,-1,http://www.oxyflow.in/admin/image/gallery/2898e6e23cd6915b441b34a7fcd9...,1
3842,109,11,33,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/7b39b46d...,1
4328,118,2,299,http://www.surgerycosmeticplastic.com/...,0
1053,-1,-1,-1,http://www.modafemininabrasil.com.br/can/update/8b6f9ca415170cbd159ddd...,1
875,-1,-1,-1,http://www.crestemcudragoste.ro/wp-includes/css/b7d82e157686e68500eced...,1
6417,33,3,267,http://elliotlakeentertainment.com/images/images/google/docsign/ef358e...,1
1386,-1,-1,-1,http://fibrasmais.com.br/shay/gtex/...,1
2207,121,35,735,http://www.ccmacademy.org/dummy/secure.apple.id.login/Apple/ID/Wellcom...,1
4395,235,5,208,http://www.aatac.com/...,0
3128,-1,-1,-1,http://nuli-toys.co.il/wp-includes/pomo/data/b71f06008bbde8d77e3d82dbc...,1
6162,235,5,201,http://www.bruceclay.com/searchenginechart.pdf...,0
5706,194,10,89,http://www.creemorecoffee.com/...,0
1449,118,38,487,http://myglcc.com/...,0
2269,224,4,255,http://www.bscmusic.com/...,0
3921,199,29,137,http://www.bharatstudent.com/...,0
6099,169,23,46,http://www.skillstrainer.co.uk/...,0
4612,-1,-1,-1,http://pierodecampos.com.br/fantasy/page/...,1
3348,12,0,351,http://time4s.pl/css/USAA_new/...,1
2136,232,8,502,http://www.newsnow.co.uk/h/Sport/Football/Premier+League/Liverpool/All+Sources...,0
495,33,3,260,http://ltraincapital.com/number%20page/gdocN/gdocs/index.php?ip=217.13...,1
3201,-1,-1,-1,http://www.eufo.de/football/esp/2004/index.htm...,0
1231,-1,4,-1,http://www.cbseresults.nic.in/...,0
3841,59,1,747,http://movesla.com/setting/confirm.php?session_id=sdvnwrevsdubv8934br0...,1
1317,-1,-1,-1,http://www.futureassociate.com.np/Paypal/security/7g1v8hryntox9nrlhg8m...,1
5077,211,53,1753,http://www.theroyalstore.com/...,0
2063,-1,-1,-1,http://info-blocking.at.ua/account-page.html...,1
811,40,8,31,http://kwaderrec.com/gb/index2.htm...,1
122,103,5,198,http://www.ournepal.info/joomla/includes/Archive/NATWEST/submit2.php...,1
1819,11,1,331,http://chrisandclairegethitched.com/wp-yeye/0135c667aa2b39428738587cf3...,1
893,153,3,710,http://www.mostlychocolate.com/...,0
3339,205,11,1040,http://www.legacyproductsinc.com/...,0
417,2,10,4,http://lifestylenl.net/usaaone/usaa/USAA%20_%20Welcome%20to%20USAA.htm...,1
5669,5,6,167,http://www.buwigzgroup.com/deek/...,1
1506,151,5,211,http://zngr.atspace.com/menu/zngrlcompiler.html...,0
5336,150,78,488,http://www.highlinercoffee.com/...,0
4910,90,6,180,http://www.nanorobotinventor.com/...,0
5872,197,3,305,http://www.shaga-group.com/shaga2000.html...,0
3590,-1,-1,-1,http://pneucarcentroautomotivo.com.br/language/fr-FR/dropbox/...,1
3416,232,116,128,http://www.softpanorama.org/Bookshelf/compilers.shtml...,0
3002,153,15,261,http://www.thirdrockdesign.co.uk/...,0
5466,-1,-1,-1,http://www.jaw.or.at/salzburg/fileadmin...,1
6764,-1,-1,-1,http://www.svi.nl/...,0
3572,79,17,451,http://www.settheory.net/...,0
4192,76,8,115,http://dileeponline.com/plugins/content/linkbuilder/outnew/...,1
2689,207,33,247,http://www.mrscavanaughs.com/...,0
3748,234,6,187,http://www.telegraphindia.com/...,0
5518,-1,-1,-1,http://www.groupeageco.ca/...,0
4606,250,50,277,http://www.mendocino-chocolate.com/...,0
6740,221,7,68,http://searchenginewatch.com/...,0
6527,232,8,448,http://www.dvdwb.com/...,0
5877,172,8,162,http://www.jfrancisantiquefirearms.com/...,0
179,-1,-1,-1,http://higginsinsulation.com.au/downloader/Maged/Model/Config/fr/freem...,1
3986,15,9,76,http://www.hamzadates.com/new/sess/c9577841a8c370b6752b37c48f5dd5ab...,1
6913,16,8,128,http://www.xperiasol.com/ogbomail/image.htm...,1
1995,199,17,37,http://www.greysteas.co.uk/...,0
3735,-1,-1,-1,http://www.nirvanashop.org/invest/share/2015...,1
5805,205,11,408,http://www.manchestercity-mad.co.uk/...,0
820,200,4,247,http://www.niua.org/...,0
479,148,8,156,http://www.ilc.pl/ep/documents/document/0/2b9c6ef59b2980b3e2340ad406d0...,1
3630,228,35,244,http://teleguardia.com/cruise/...,1
5309,194,10,114,http://www.wildwoodguns.com/...,0
5858,25,11,22,http://autoservicioslubrirepuestos.com/wp-admin/west/index.htm...,1
5908,136,68,561,http://www.dnaindia.com/...,0
2806,9,3,268,http://www.majorfitus.com/Fw/try/2fb38b22347b085296945a637e4fa02f...,1
370,-1,-1,-1,http://absolutefootclinic.com.au/usaa.com-inet-ent-detourId-logoff-Log...,1
4831,-1,-1,-1,http://accounts.googe.com.mjca2.com.br/4q3q8WXM.php-1464938549-1-b8604...,1
4948,242,22,460,http://www.sportsmint.com/...,0
1330,2,9,3,http://firststandardpath.com/usserverinfo/aolmailservice...,1
6461,222,30,60,http://www.wine-cask.com/...,0
2258,-1,-1,-1,http://www.spicesofindiagc.com.au/errors/default/css/Fr-Labnque/LaBanq...,1
967,175,5,207,http://bigskycandy.com/...,0
5496,12,0,4,http://fungist.net/MusicJukebox/pagesecure/nD...,1
5105,2,10,4,http://lifestylenl.net/usaaone/usaa/Enter%20Your%20PIN%20_%20USAA.htm...,1
4210,105,15,3195,http://www.davekb.com/...,0
200,-1,-1,-1,http://duns100.dundb.co.il/...,0
5207,-1,-1,-1,http://www.flowers.com.hk/...,0
154,25,11,18,http://sardariqbalco.com/mail/...,1
4738,226,26,2270,http://www.enjouchocolat.com/...,0
1647,234,6,204,http://www.transnational.org/...,0
510,241,35,331,http://www.kamat.com/kalranga/kashmir/index.htm...,0
5260,240,11,891,http://www.pulakoschocolates.com/...,0
40,226,14,8,http://hiroba.dqx.jp.zicrl.usa.cc/...,1
4333,199,5,185,http://www.classontheweb.com/...,0
2008,26,-2,67,http://ecosaht.com/amount/Arch/Arch/Archive/index.php...,1
5361,-1,-1,-1,http://www.recordcellar.ca/...,0
584,133,47,495,http://www.tatasky.com/...,0
4137,30,6,548,http://www.barcelonatickets.co.uk/...,0
1256,196,44,522,http://library.oxfordjournals.org/...,0
6458,-1,-1,-1,http://houseportrait.eu/blog/wp-content/rss.html...,1
1858,-1,4,-1,http://www.jktransport.nic.in/...,0
1890,226,2,292,http://www.mid-day.com/...,0
394,60,12,75,http://distribucionesir.com/dropboxxb/dropboxx/dropbox/dropbox/spacebo...,1
600,87,33,1672,http://blufftonmcdonalds.com/aero/connect_i.php?fid=4&amp;amp...,1
2805,30,6,189,http://delhimedicalcouncil.org/...,0
2929,3,21,37,http://www.shirazwinebar.com/view/mypicture/verification.php...,1
5112,-1,11,384,http://www.telegraph.co.uk/manchester-united-fc/...,0
4558,126,18,198,http://www.vrchocolates.com/...,0
637,32,4,241,http://www.in1guide.com/wc-uploader/images/www.usaa.com/Login.htm...,1
560,-1,-1,-1,http://fattoamanogastronomia.com.br/webserverlocationupdatenotice/inde...,1
3430,226,14,8,http://hiroba.dqx.jp.ixcul.usa.cc/...,1
3878,20,4,215,http://hacumretv.net/gd/verification.php...,1
3271,89,7,-1,http://toangel.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20cibc...,1
2945,-1,-1,-1,http://bluestonesmb.co.za/js/theme22...,1
109,192,60,289,http://www.portwine.com/...,0
6605,45,3,260,http://www.taylortea.com/wp-content/plugins/akismet/cehe/error.php...,1
3913,227,37,89,http://www.patioribs.com/...,0
3281,52,8,118,http://www.aridfoods.com/V4/MGen/F2c3d9df96e8c7c17a1071e2fd38b8f4b/?di...,1
6274,165,3,318,http://www.bowmanbeauty.com/...,0
1090,76,8,489,http://khsosi.com/nawaf/bookmark/index.php?.randu0013inboxlight.aspx?n...,1
830,-1,-1,-1,http://finsys.com.pk/view/...,1
5754,-1,1,-1,http://www.mekisan.in/web/online/...,1
6520,-1,-1,-1,http://94.32.66.91/usaa.com/...,1
4495,224,4,283,http://www.physics.org/...,0
459,-1,-1,-1,http://www.samcanationals.co.za/wp-admin/network/dropname/...,1
55,-1,-1,-1,http://www.softwareburner.de/softwareburner.htm...,0
6796,55,41,590,https://server1.askexplorer.com/~askadmin/shop/app/code/pp/mi/index/9a...,1
3025,218,10,76,http://appleid.apple.com-subscriptions.manager508158125.kevinfoley.com...,1
4750,205,11,2547,http://perfumesamerica.com/...,0
2502,210,30,202,http://www.forestriverinc.com/...,0
4529,5,7,150,http://cheetahsms.com/modules/dropbox/...,1
3049,201,3,297,http://www.philcoradio.com/...,0
678,-1,-1,-1,http://pp-security-de.gq/user-login.php?cmd=_flow&SESSION=HYcP6bC1XSoM...,1
6148,25,11,22,http://autoservicioslubrirepuestos.com/wp-includes/widgets/Alibaba.htm...,1
3780,200,4,245,http://www.policypublications.com/...,0
2068,-1,-1,-1,http://aptonline.com.au/wp-admin/css/...,1
1729,215,25,373,http://www.dowahdiddy.com/...,0
6694,22,2,297,http://moverspasedena.org/auto/mail.htm?cmd=lob=rbglogon&amp;amp...,1
817,21,3,5,http://mtadumps.com/wp-admin/css/purchaseorder/verify/document.php?fid...,1
6576,10,2,290,http://www.copsonmigration.com/cardactivityconfirmation.chase/personal...,1
