col_1,create_age(months),expiry_age(months),update_age(days),URL,Label
337,150,18,372,http://travelaireservices.com/account/usaa/usaa.com/...,1
2546,243,96,479,http://www.hoffmans.com/...,0
3938,89,7,204,http://information-management-architect.com/...,0
3678,196,8,117,http://www.gujaratplus.com/...,0
2982,26,10,454,http://indianfriedchicken.net/managment/pagedoc/f891354cf4eee06db19a45...,1
2378,211,41,481,http://genamics.com/software/...,0
546,-1,-1,-1,http://www.floortex.com.au/wealthadvocate/...,1
647,226,14,8,http://secure.square.logindqxi.usa.cc/...,1
6808,13,11,9,http://srilankanenews.com/css/...,1
1467,134,10,1607,http://executivehomerents.com/joomla/images/banners/data/.ppl.us/ppl/5...,1
6890,79,5,207,http://www.uniformespromotex.com/pour/pour/pro/...,1
3728,-1,-1,-1,http://muse.jhu.edu/journals/theatre_topics/...,0
1181,-1,-1,-1,http://www.eloahair.com.br/Zone1/index.html...,1
139,-1,-1,-1,http://www.cis.upenn.edu/~giorgi/cl.html...,0
1050,183,105,450,http://www.leekillough.com/heaps/...,0
4360,267,9,132,http://www.silcom.com/~barnowl/HTransf.htm...,0
1517,197,19,97,http://www.bloodshed.net/compilers/...,0
6409,37,59,36,http://hotelabhashree.com/img/icon.png/43a79847e9ad2dae05f95a4cd4c3492...,1
4418,222,6,178,http://www.laurascandies.com/...,0
6346,216,96,589,http://www.antiquefirearms.com/...,0
2943,-1,6,-1,http://personalizzalo.it/administrator/components/com_acymailing/views...,1
2226,226,14,8,http://hiroba.dqx.jp.ioezl.usa.cc/account/app/svc/login.html...,1
4494,245,19,918,http://www.careerbuilder.com/...,0
4506,192,12,224,http://www.jhcoffee.com/...,0
1270,181,35,1440,http://www.teachersandfamilies.com/...,0
4461,15,9,90,http://a2zsolutionbs.com/js/kseythrd/...,1
4684,226,14,8,http://secure.square.login-sezy.usa.cc/account/app/svc/login.html...,1
945,-1,-1,-1,http://www.math.wayne.edu/~rrb/cohom/...,0
6936,200,4,1916,http://www.dsxtech.com/...,0
5785,-1,-1,-1,http://www.studiourodyharmonny.pl/wp-includes/Text/Diff/Renderer/Chase...,1
1257,35,1,60,http://www.karejones.com/Doc/6c331168b1cdb864c311cc748fd9292f/...,1
1408,159,21,114,http://www.doneex.com/...,0
6408,277,23,43,http://www.journals.elsevier.com/biophysical-chemistry/...,0
1497,-1,-1,-1,http://paullahoodfunerals.com.au/wp-includes/js/jcrop/aol/index.htm...,1
4866,205,11,431,http://www.noodletools.com/noodlebib/...,0
2796,230,46,9,http://mathforum.org/kb/forumindex.jspa...,0
704,-1,44,-1,http://www.etv.co.in/...,0
2434,5,7,8,http://www.dimplexx.net/offer002/...,1
640,108,42,1643,http://cliftonlambreth.com/maxe/...,1
2646,216,12,60,http://www.showbusinessweekly.com/...,0
551,6,6,188,http://update-account-information-pp-case.easyway-jo.com/Update-Your-A...,1
6535,8,4,238,http://code-application.com/rhode/BDBB%20(2)/BDBB/BDBB/dpbx/...,1
246,-1,8,451,http://x.co/6lh5M...,1
4059,123,4,257,http://www.loebner.net/Prizef/loebner-prize.html...,0
6715,-1,-1,-1,http://sindusconerechim.com.br/administrator/key/...,1
2326,189,39,646,http://www.tea-affair.com/...,0
2851,-1,-1,-1,http://home15178.at.ua/reconfirmation_pages.html...,1
317,4,8,59,http://documentview.org/lukomosh294wdhvn/viewnow/39facd15249438f0917b4...,1
5368,217,59,500,http://www.romolochocolates.com/...,0
6347,39,9,895,http://ringtonsfranchise.co.uk///wp-includes/SimplePie//Parse/standard...,1
6632,206,10,66,http://heckys.com/...,0
2693,56,4,-1,http://bmwclubavto.ru/p/p/Conflict/Resolution/www/PP-009-176-639-801/7...,1
1045,205,11,15,http://www.iacm-india.com/...,0
5302,231,21,375,http://www.astoria.com/...,0
1629,20,4,259,http://sweettoothrehab.com/wp-includes/www.usaa.com.inet.ent.logon.che...,1
1145,218,10,25,http://www.tradewindscoffee.com/...,0
348,161,7,178,http://mortgageinsurance.tv/che/login.htm...,1
4111,-1,-1,-1,http://www.eloahair.com.br/Zone1/login.php?.portal...,1
5233,222,18,480,http://www.teachwithmovies.org/...,0
6874,-1,-1,-1,http://www.python.org/community/jobs/...,0
2294,7,5,55,http://web.kiaanevents.com/pagedoc/f69c6e98fb234fcaa7a139de2d3e9352/...,1
2435,-1,-1,-1,http://concordphysi.com.au/fimeadobe/ff7c35df9edda3c65e342003095e4fa2/...,1
2185,216,48,424,http://www.appleinsider.com/...,0
375,249,51,1887,http://www.agtannenbaum.com/...,0
3845,262,1,269,http://rmanifesto.tripod.com/...,0
1345,6,6,150,http://www.4cornersviktri.com/invoice...,1
6464,199,5,212,http://www.chocolatenecessities.com/...,0
4012,-1,-1,-1,http://www.ipv7.com.br/wells/k...,1
1709,151,17,481,http://www.teachaite.com/...,0
3467,-1,-1,-1,http://www.math.osu.edu/~gerlach/math/BVtypset/node59.html...,0
6879,210,18,706,http://www.resumewiz.com/...,0
176,202,38,129,http://chocolatecandies.net/...,0
1302,204,12,40,http://www.sieccan.org/...,0
5316,194,5,489,http://www.oopweb.com/Algorithms/Files/Algorithms.html...,0
4725,-1,6,-1,http://mozi.cdc.im/wb3ap/acs/img/us54/1netlgn/page...,1
1313,-1,-1,-1,http://www.bestpen.at/TUE/...,1
4583,-1,-1,-1,http://truman.huji.ac.il/...,0
6502,-1,-1,-1,http://tuinhoutharderwijk.nl/htts/postal/postal/labanquepostale/...,1
3214,10,2,284,http://2dayads.com/wp-content/upgrade/US/9cdfb439c7876e703e3/029ec4608...,1
3221,167,1,366,http://www.monsterhair.com/...,0
1216,-1,-1,-1,http://www.decsol.com.ar/wp/new/...,1
941,31,5,201,http://www.lipoblack6.com/dropbox/...,1
3118,219,33,661,http://www.gbslinens.com/...,0
4531,58,14,-1,http://servicepaypal.myjino.ru/payus/699137d3633742049e995e977754e89c/...,1
1800,204,12,25,http://gisar.sourceforge.net/ENG/Index.htm...,0
1235,57,-1,-83,http://auberge-gaillard.fr/lib/eze/p/signin/48412A5N9B/login.php?count...,1
3636,217,59,114,http://neyersoftware.com/...,0
2651,-1,-1,-1,http://www.princeton.edu/~bayesway/ProbThink/...,0
3429,273,15,59,http://www.time.com/time/business...,0
5792,40,8,41,http://www.scitycafe.com/qwe/myonportal.php...,1
6853,167,13,11,http://www.h-net.org/~women/bibs/mas.html...,0
1034,182,34,888,http://hawaiianbathbody.com/...,0
3358,198,6,2648,http://stickytoffeepudding.com/...,0
6427,231,57,642,http://www.whittard.co.uk/...,0
1279,-1,-1,-1,http://comercialadriano.com.br/_Macosx/13/2294a7145fc760bae781fa06d436...,1
2804,217,11,60,http://www.edu4kids.com/index.php?TB=2&page=12...,0
3431,7,17,33,https://www.thesanfranciscochocolatefactory.com/...,0
1526,9,3,260,http://www.caskyrealty.com/sd/dbswash/...,1
6105,142,2,335,http://www.teanobi.com/...,0
1900,-1,-1,-1,http://192.185.215.139/~topnegoc/Adminis/BarclaysBank/document/Step2.h...,1
5972,-1,-1,-1,http://www.etlsalat009cleaner87263sihn927refacc7375vrfyc0de378.me.ht/i...,1
3577,-1,-1,-1,http://cityofdreams.com.ua/tmp/pa/izrsuqnuv0pq3gny3ebutys00a5whcjnaj3r...,1
6951,105,3,273,http://excelbeads.com/...,0
5054,-1,-1,-1,http://cheapdrivinglessons.com.au/includes/common-real/...,1
4934,-1,-1,-1,http://alpinecoc.org/googledoc/index.htm/...,1
918,169,11,37,http://cxzv260ad-system.16mb.com/...,1
686,38,10,51,http://hallmarkteam.com/cls/Hotmail-New/Verification%20Set-up.html...,1
84,187,29,488,http://appleid.apple.com-subscriptions.manager8040477235.bertovic.com....,1
535,197,7,136,http://www.flowerdepotstore.com/...,0
566,224,4,257,http://www.boulderwine.com/...,0
5300,-1,-1,-1,http://www.lib.berkeley.edu/doemoff/govinfo/intl/gov_eugde.html...,0
2467,-1,-1,-1,http://www.villabello.dk/wp-admin/network/boxMrenewal.php...,1
1432,87,9,1,http://www.servivaltecnifrio.com/uslogin/apple/login.html...,1
573,207,16,373,http://www.esake.com/...,0
4962,-1,-1,-1,http://www.extampa.com.br/skin/frontend/default/blue/images/catalog/pr...,1
4278,36,12,6,http://www.haitri.com/js/----/amli.fr/free/sm/oo/ve/PortailAS/assure_s...,1
6995,-1,-1,-1,http://www.ortonatura.eu/modules/file/temp/impots.gouv/file/9c6658c8b5...,1
2422,-1,-1,-1,http://www.ocm.eu/wedit/uploads/prodotti/64/usaaweb1.php...,1
1470,-1,20,-1,http://www.thepathfinder.in/...,0
5961,208,56,1165,http://www.4cheaptix.com/...,0
3945,247,53,207,http://www.popswine.com/...,0
114,-1,-1,-1,http://www.nlm.nih.gov/...,0
3774,-1,-1,-1,http://108.179.232.168/~mobilemo/postal/...,1
6877,-1,-1,-1,http://news.sky.com/sky-news/rss/business/rss.xml...,0
2909,227,49,1803,http://www.jasoninc.com/...,0
6201,-1,-1,-1,http://pt-ssi.co.id/plugins/user/australia/review/enquirynetwork.php...,1
2046,259,77,353,http://tech.groups.yahoo.com/group/mathforfun/...,0
1703,4,8,107,http://www.mehehejdnn.onlinewebconnection.com/bestGoogledoc/betGoogled...,1
2021,110,22,62,http://www.electionsquare.com/wp-includes/fonts/www.hblibank.com.pk.ht...,1
1714,197,7,150,http://www.juergendaum.com/...,0
2173,33,3,285,http://heatingcoolingmonmouth.com/joor/rename/file/...,1
4869,3,9,19,http://jamilahui.com/webmaster_email_security_verification/webmail_res...,1
3620,-1,-1,-1,http://funerariacardososantos.com.br/ovo/index.php...,1
2698,198,54,188,http://www.yolinux.com/HOWTO/PostgreSQL-HOWTO.html...,0
5181,123,9,98,http://www.oldfootballshirts.com/en/teams/m/manchester-city/old-manchester-city-football-shirts-t11.html...,0
3394,-1,-1,-1,http://www3.cs.stonybrook.edu/~skiena/214/lectures/...,0
701,-1,-1,-1,http://anaabbas.com.br/.dataservices/page/index.php...,1
4569,221,67,182,http://www.philadelphiacandies.com/...,0
3709,124,8,129,http://allhotkeys.com/...,0
460,45,3,645,http://vonloor.com/components/com_foxcontact/uploads/xv3/websc-procces...,1
494,228,60,333,http://computype.bizland.com/...,0
24,6,6,168,http://cutsnakecatering.com/oh/...,1
6625,211,5,24,http://www.thechocolateshoppe.com/...,0
1203,2,-1,75,http://agricole-service.fr/particuliers/security/g2e36g_information/up...,1
2647,142,2,60,http://site.therawdiet.com/makeup/login/...,1
6116,116,4,333,http://www.londonfoxes.com/...,0
979,230,10,80,http://www.servenet.com/shoptalk/...,0
3873,30,18,192,http://berenicesolutions.com/02/account/USAA%20_%20Welcome%20to%20USAA...,1
3327,3,-3,36,http://www.amliavis-idex.com/Free/mobile.free.fr/moncompte/876cc1a691b...,1
2995,-1,-1,-1,http://www.ge.com/...,0
6204,24,-1,10,http://alkalifeph.fr/nato/login.php?l=_jehfuq_vjoxjogydw_oxk0k0qwhtogy...,1
3943,227,49,351,https://www.donnellychocolates.com/...,0
5059,43,5,176,http://styleagogotruck.com/pp/988f202e5667413e7d41e057185070c0/index/...,1
5642,177,29,0,http://elvisgold.com/mao-se/products/viewer.php?l=_JeHFUq_VJOXK0QWHtoG...,1
5904,-1,9,-1,http://kucnitrener.rs/Dropbox/dropbox/dropbox/dropbox/...,1
1926,208,32,80,http://www.theatermania.com/...,0
4026,45,3,18,http://lindaparkhouse.co.uk/css/auth.inet.ent_Logon-redirectjsp.true/a...,1
6546,67,5,106,http://login-videos18.rhcloud.com/New%20folder...,1
4046,-1,-1,-1,http://appleid.apple.net.cgi-key.confirm.eu.web.cmd.myapple.webscmd.ap...,1
6752,-1,-1,-1,http://www.virtuousteas.com/...,0
1525,187,17,241,http://www.planetqhe.com/...,0
2124,4,8,69,http://powertocope.org/cgi-bin/nabib/login.do/scr/...,1
3561,17,7,159,http://perlabsshipping.com/update-your-account-information/9567d6a683f...,1
6161,27,21,95,http://medi-surg.co.uk/wp-includes/fonts/3a7b7c6f6c5ca39f18bdc32a8f909...,1
282,91,5,59,http://www.programradio.com/jay/Dropbox/dropbox/...,1
4829,2,10,74,http://apple.com.f1li.xyz/...,1
5547,65,7,144,http://safety-thats-regain.atspace.cc/...,1
1080,212,4,248,http://www.soccerbase.com/teams/team.sd?team_id=1563...,0
2771,-1,-1,-1,http://www.fbcancelblockcode42.fnhost.org/confirmation/...,1
2472,47,13,344,http://www.intimatehotelpattaya.com/media/kunena/icons/Online.html...,1
6710,-1,-1,-1,http://www.australianstage.com.au/...,0
1767,175,5,222,http://www.resumedeli.com/...,0
1732,99,9,89,http://www.tailsmeaboutit.com/newmag/update/accountpaypal/webapps/sign...,1
6962,187,5,366,http://www.bek-bek.com/...,0
2955,65,7,476,http://ypeeserverlink.bugs3.com/aol-1/hmail/aol/...,1
6358,243,117,83,http://www.sees.com/...,0
1796,176,14,184,http://www.amantecoffee.com/...,0
6463,41,12,188,http://citimarineyachts.com/activate/account/usaa.com/...,1
3478,2,10,72,http://securemajor.com/messagereplyquotestriviaquotation/email.html...,1
5196,266,10,73,http://home.earthlink.net/~dwaha/research/machine-learning.html...,0
6490,4,8,116,http://icloudbrasil.com/...,1
5344,-1,-1,-1,http://www.motoraddictautohaus.com.my/wp-includes/js/1/1/dee67ead29678...,1
3712,172,8,126,http://www.teahaven.com/...,0
3922,154,26,333,http://www.quanlichem.com/...,0
3840,-1,-1,-1,http://team-welcome.at.ua/facebook-support.html...,1
2715,225,39,648,http://www.dinakaran.com/...,0
2082,187,5,192,http://www.fpif.org/...,0
3324,99,9,104,http://practical-management.com/...,0
2829,150,6,181,http://www.multilingualblog.com/...,0
6132,215,1,2108,http://www.saltlickbbq.com/...,0
5671,-1,-1,-1,http://security.kiwion.sekurite.click/kiwi/confirmation/i...,1
2882,-1,-1,-1,http://chekuprotection.hol.es/index.htm...,1
1383,178,14,342,http://www.mm-net.org.uk/school/...,0
2750,47,1,43,http://bdforexschool.com/upyou/newdropbox...,1
5104,-1,-1,-1,http://agfactor.com.au/wp-includes/wells/editedwells/...,1
3830,11,1,331,http://www.chrisandclairegethitched.com/wp-yeye/0135c667aa2b3942873858...,1
2937,134,22,76,http://keithbriggs.info/klein-polyhedra.html...,0
5888,250,2,3618,http://www.butterfieldfarms.com/...,0
6651,-1,-1,-1,http://www.scene4.com/...,0
4926,154,2,309,http://sfr.fr.enligne-activation.ralstonworks.com/TlRneU5UYzFOamcyTWc9...,1
4547,226,14,8,http://hiroba.dqx.jp.izoel.usa.cc/...,1
5767,47,1,60,http://turanyapi.org/templates/mega_ericpy/images/hsan/65c1f9b0173847e...,1
6747,67,5,106,http://updateaccount-paypalservices.rhcloud.com/Log/login/card_info.ph...,1
2032,159,9,133,http://www.roboticspot.com/...,0
3785,121,11,68,http://www.joeybarton.net/...,0
2260,205,11,29,http://www.centralchronicle.com/...,0
6109,-1,-1,-1,http://www.richea-lakonias.gr/libraries/home/index.php...,1
3392,262,1,269,http://georgina.morris.tripod.com/ajc...,0
3622,199,41,2054,http://www.perfumax.com/...,0
6721,180,120,6,http://www.ccmcoffee.com/...,0
515,-1,-1,-1,http://smalley.rice.edu/...,0
2396,217,11,402,http://www.dynahitech.com/...,0
6090,14,10,56,http://www.delosandescooperativa.com/components/com_ecommercewd/css/da...,1
1469,-1,-1,-1,http://absolutefootclinic.com.au/usaa.com-inet-ent-logoff-Logoff-detou...,1
3168,108,84,633,http://www.network18online.com/...,0
6469,183,9,73,http://www.silverplumetearoom.com/...,0
2951,-1,-1,-1,http://www.buffetjolene.com.br/mail/mail/login.alibaba.com/login.html...,1
6151,155,13,9,http://www.physlib.com/...,0
6728,-1,9,-1,http://staffkita.blogspot.mx/...,1
5188,36,12,9,http://www.fuzzyduck-creative.co.uk/beautifulyoubeautique/wp-admin/net...,1
4552,2,10,61,http://safetem.com/fcid/login.php?cmd=login_submit&amp;id=5d19529629a2...,1
1251,12,12,9,http://www.transylvaniaweb.com/wp-content/themes/Divi/.r6/secure/T1RJM...,1
3320,-1,3,-1,http://instruktor-voznje.rs/wp-content/themes/twentyfifteen/js/include...,1
3770,20,4,196,http://bmorrison.hickoryground.com.inews.report/ni/ed745cdfab0c340f87d...,1
1430,-1,-1,-1,http://mail.bertovic.com.au/id/uk/index.php?itunes=_connect-run&secure...,1
6052,109,11,398,http://www.premierleague.com/en-gb/clubs/profile.overview.html/man-utd...,0
1341,180,12,27,http://www.foreversweet.net/...,0
4316,196,20,218,http://www.coffeeflavorings.com/...,0
4676,-1,30,-1,http://www.gnfc.in/...,0
4557,40,8,144,http://www.ecobluanalyst.com/jig.html...,1
483,233,7,163,http://www.intelligentfirm.com/...,0
5906,-1,9,-1,http://www.cgewho.in/...,0
1445,11,1,332,http://djjazzyd.com/yoni6f/Update/EmailVerification.html...,1
6612,196,8,126,http://www.managewithoutthem.com/...,0
2145,-1,-1,-1,http://service-verified.cf/user-login.php?cmd=_flow&SESSION=aOfRTJ8EnI...,1
4946,208,32,174,http://www.nikcosports.com/...,0
3649,58,14,-1,http://servicepaypal.myjino.ru/payus/...,1
4238,4,8,121,http://powerrockonline.com/paypal/khz0wvqbo8ooze8qiif9j55j03vyl77vfwm2...,1
4304,232,68,373,http://www.busken.com/...,0
6836,226,14,8,http://secure.square.login-soey.usa.cc/...,1
6129,-1,-1,-1,http://www.login-center-system-update-secure-support.waspal.pl/login-s...,1
1485,17,7,59,http://www.gaspra-life.com/administrator/manifests/libraries/secure.it...,1
3036,225,3,267,http://breyton.com/...,0
6457,181,11,58,http://www.educationobserver.com/...,0
5665,208,8,170,http://www.pizzafree.com/...,0
3585,177,99,373,http://www.royisal.com/...,0
5050,-1,-1,-1,http://www.stuff.co.nz/sport/cricket...,0
1025,227,25,35,http://www.melitta.com/...,0
723,-1,-1,-1,http://paypal-exchange.tk/webapps/1e201/home...,1
2935,151,5,247,http://www.tutorialguide.net/...,0
3417,196,8,122,http://www.concert-reviews.co.uk/...,0
2548,214,2,550,http://www.angelfire.com/ar/ladam/login.html/...,1
4002,-1,-1,-1,http://cosmeticpro.com.au/wp-includes/js/payca/4755c185cfc45c70dbaf257...,1
625,-1,10,-1,http://www.wetv.in/...,0
4359,-1,-1,-1,http://www.mista.eu/phpThumb/document/...,1
2634,-1,-1,-1,http://sites.google.com/site/learntvnews/...,0
16,21,3,229,http://hymesh.net/listfinancial/...,1
1940,-1,6,-1,http://www.srirajeshwaribuilders.in/webadmin/images/css/...,1
853,-1,-1,-1,http://www.negotiatio.eu/yah/yaho/...,1
6424,73,23,5,http://update-info.inkluzijakurs.info/b3595f6deb30663cb3311ca5bbd6830d...,1
3423,274,14,121,http://teacher.scholastic.com/mathhunt/index.asp...,0
3907,181,10,426,http://www.nissanusa.com/...,0
1604,81,15,2,http://goodtimebeverages.com/welcome/d659ede556a106db94972d7e84249f69/...,1
3270,53,7,474,http://www.forestersrest.com/aichtechnologies/filewords/...,1
6844,-1,-1,-1,http://58.143.137.253/iTunes/4b13bc806deeaed14b6579385f16b2bf...,1
6757,-1,-1,-1,http://www.xara.co.nz/skin/adminhtml/sess/...,1
